"Notice ID","Title","Description","Current Response Date","Last Modified Date","Last Published Date","Contract Opportunity Type","POC Information","Active/Inactive","Awardee","Contract Award Number","Contract Award Date","NAICS","PSC","Modification Number","Set Aside"
"USAID_GMAAS_RFI_(16)15-0283","Global mobile telecomunication services - RFI","The United States Agency for International Development (USAID) is issuing this Request for Information (RFI) as part of its market research regarding capabilities of vendors in the areas of global mobility to include the repetitive ordering of mobile devices, related hardware (HW) and software (SW), accessories, licenses, etc. That is, to determine capabilities for providing Global Mobility as a Service (GMaaS). Note: USAID may utilize responses to this RFI to develop a list of vendors for any resulting competitive RFP for selecting, designing, and implementing a GMaaS solution.  ","May 24, 2016 12:00 PM EDT","Apr 25, 2016","Apr 25, 2016","Sources Sought","Yvonne Wilson","Active","N/A","N/A","N/A","Wireless Telecommunications Carriers (except Satellite)","ADP AND TELECOMMUNICATIONS","N/A","N/A"
"SOL-673-16-000005","HIV/AIDS Senior Strategic Information Advisor","N/A","May 18, 2016 07:00 PM EDT","Apr 25, 2016","Apr 25, 2016","Combined Synopsis/Solicitation","Saajida Hoover","Active","N/A","N/A","N/A","All Other Professional, Scientific, and Technical Services","SUPPORT SVCS (PROF, ADMIN, MGMT)","N/A","N/A"
"SOl-521-16-000018","Cap Haitien Port Civil Works","This is a Draft Solicitation for Design Build services for the Rehabilitation of the Cap Haitien Port (CHP) as supplemented with additional information included in this notice. Solicitation number 521-16-000018 is being issued as a Draft Request for Proposal (RFP). This Draft does not constitute a formal solicitation of offers. Proposals will not be evaluated based upon this announcement. It is anticipated that a Final Solicitation will be released in June 2016. The associated North American Industrial Classification System (NAICS) code for this procurement is 236220. This procurement action is unrestricted and full and open competition. 1. Description of Services U.S. Agency for International Development ( USAID/HAITI) plans to obtain design and construction services for the rehabilitation of the Cap Haitien Port located in Cap Haitien, Haiti. The Preliminary Designs attached to this notice represent the initial design requirements for CHP. The following outlines the basic Civil Works design requirements in the Preliminary Design document and represent the physical work to be completed under this draft solicitation. The main dimensions of the design container vessel, which will be used as a basis for dimensioning of the navigational areas, are given below. Parameter Unit Overall length m 200 Beam m 28 Scantling draft m 10.9 Carrying capacity dwt 25,000 TEU 1,700 Displacement t 34,100 a. Cruise Quay, Mooring Dolphin and Access Bridge Although a design vessel with a length of 200m should be considered, the standard 1,700 TEU container vessel that will reach the port is approximately only 180m. Therefore the quay shall be designed to be able to accommodate a 180m long vessel under any weather conditions. For mooring a 200m vessel, a 185m long quay would also be sufficient as head ropes can be attached as spring ropes and stern ropes to the mooring dolphin located 25m from the end of the quay. The quay shall be wide enough to provide parking and working space for the mobile harbor crane and at the same time allow for safe and clear passage of truck traffic along the quay. The width of the quay at the north and south end sections is considered with 30m to allow trucks to turn on the quay and 25m at the interior. A new 10m wide access bridge is also required to connect the Cruise Quay to the terminal. b. Commercial Quay The proposed dimensions of the new Commercial Quay are approximately 175m x 18m. Due to required safety clearance (depth limitation) to the existing RoRo quay, 190m of new quay structure have to be built. c. Dredging Works and hydrologic Survey In order to allow ships with a greater draft to enter the port area, it is necessary to adapt the approach channel alignment and dredge parts of the channel. In addition, a turning circle must be arranged to allow ships to turn before or after berthing the Container Quay. To accommodate the design vessel, parts of the navigational areas will be dredged to a level of -12.0 m to -12.5 hydro. The dredging volume of those areas was calculated to 255,000 m³. Both the National Geospatial-Intelligence Agency (NGA) Chart 26147 and the hydrographic survey indicate that dredging is only required in the harbor basin, the turning circle and the last meters of the approach channel, as natural depths are sufficient in all other parts. In the northern stretch of the channel however the depths are only slightly below the required depth of -12.5 m hydro. It is therefore imperative to perform a comprehensive hydrographic survey along the approach channel and the port area before the start of construction in order to validate the calculations above d. Quay Wall Furniture The new quays shall be equipped with fenders, bollards and safety ladders. e. Navigation Aids Aids to Navigation are used to safely guide ships heading through the approach channel and to mark local dangers, points of interests and limits of navigational areas. Recommendations and guidelines for the arrangement of Aids to Navigation are published by the International Association of Marine Aids to Navigation and Lighthouse Authorities (IALA). These guidelines shall be used for the design of navigational aids for Cap Haïtien. Currently, a set of different marks exist in Cap Haïtien. The existing main approach channel is marked with beacons on starboard and port side however marks listed on US NGA Chart 26147 are known to be missing or out of position. The choice of the type, quantity and features of the marks depends on a set of factors, like local bathymetry and dangers, meteorological conditions, traffic volumes and also available budget. With these considerations in mind, it was chosen to consider only the minimum required standards for safe navigation due to the financial constraints in this project. The addition of more aids is possible with relatively little effort even at later project stages if this is deemed necessary and sufficient funding is available. 2. Project Solicitation This procurement will utilize Part 36.3 Two Phase Design-Build Selection Procedures. This procurement comprises a two-phrased process (a) Request for Qualifications (RFQ) under FAR Part 36.3 and (b) Request for Proposals under FAR Part 15. In Phase 1 of the design-build selection procedures, interested bidders will submit qualifications statements for review and consideration by the Government. The Government will evaluate these qualifications in accordance with the criteria described in Phase I and the Government will select up to five (5) of the most highly qualified bidders to participate in Phase 2. In Phase 2 of this process, only those bidders who receive a written notification from the USAID/HAITI Contracting Officer that their firm has been selected to participate in Phase 2 of this solicitation are invited to submit a Phase 2 - Request for Proposals. Those Offerors selected for Phase 2 will be provided the Request for Proposal. The government contemplates an award of a Firm Fixed Price contract in accordance with FAR Part 15. resulting from this solicitation. The anticipated period of performance is four (4) years. The total estimated cost of the construction for this project is estimated to be more than $10,000,000. Phase I - Request for Qualifications USAID will evaluate the pre-qualification submissions based on the evaluation criteria set forth below. a. Technical Capability: The bidders (including all members of a joint venture) must possess specialized experience for the type of services specified in the Technical Specifications. The bidders must have at least 20 years of experience in design and construction of port projects, preferably in developing countries and at least 15 years of experience leading design-build projects. b. Experience and Institutional Capabilities: The bidders will be required to provide evidence that the contractor's team has work together on similar projects in the past. c. Past Performance: The bidders must have experience on design build projects similar to this project in magnitude and scope within the last ten (10) years. SUBMISSION REQUIRMENTS: The Offeror's Designer shall demonstrate its capability to perform design work as required under this solicitation using the Standard Form 330 (SF330). The Offeror is required to complete ALL sections of Part I and Part II of the SF330. The Government will evaluate the completed SF330. In additional to the SF330, the offeror will be required to submit a technical approach and management approach based on the Technical Specifications specified in this solicitation. The Government may conduct an information session for interested Offerors prior to the receipt of pre-qualification submissions. A separate announcement will be issued on the Federal Business Opportunities webpage (www.FBO.gov) to specify the location, date, and time. Phase II - Requests for Proposals from Pre-Qualified Offerors Those Offerors determined to be pre-qualified in accordance with this notice will be issued a formal Request for Proposal (RFP) for the project and invited to participate in a site visit and submit technical and price proposals in Phase II. Phase II proposals will provide pricing for design and construction. The contract will be ""firm fixed-price."" Construction services will include providing construction labor and materials to execute the design; on-site organization with management to ensure overall project coordination; and overall control throughout the life of the project. Required services include preparation of construction documents, quality control plans, safety plans, project schedules and project close-out activities. The Phase I pre-qualified Offerors will be required to participate in a site visit to the project site, anticipated to be after the issuance of the Phase II RFP. The selected D/B Contractor's Architect/Engineer will be the ""Designer of Record"" and responsible for completing the construction drawings and specifications in accordance with the solicitation documentation provided. The contract will be ""firm fixed-price."" Construction services will include providing construction labor and materials to execute the accepted design; on-site organization with management to ensure overall project coordination; and overall control throughout the life of the project. Required services include preparation of construction documents, quality control plans, safety plans, project schedules, cost estimates, and project close-out activities. The types of design services to be provided may include: architecture; civil, structural, geo-technical, seismic, blast, mechanical, electrical, telecommunication, and fire protection engineering; sustainable design, energy conservation, energy modeling, photo-voltaic systems, pollution prevention, and use of recovered materials; space planning, interior design, systems furniture design and integration, and signage; physical and technical security; potable water treatment and waste water treatment; food service design; vertical transportation; lighting design; landscape design; design and construction scheduling; cost estimating; value engineering; and administrative coordination of the various disciplines involved. The RFP will require the D/B contractor to complete all design and engineering documents based on the project specific design direction that will be provided in the RFP design requirements. The Government will provide preliminary design documents as provided with this notice. Offerors are required to provide any comments or questions to this Draft Solicitation no later than May 16, 2016 at 3:00 p.m. Haiti time to the Contracting Officer, Deborah Simms-Brown at dsimmsbrown@usaid.gov. The subject line must include the ""RFP Number 521-16-000018, PORT CIVIL WORK RFP"" .","N/A","Apr 21, 2016","Apr 21, 2016","Special Notice","Deborah Simms-Brown | Jean Eudson Emmanuel DESROSIERS","Active","N/A","N/A","N/A","Other Heavy and Civil Engineering Construction","ARCHITECT/ENGINEER SERVICES","N/A","N/A"
"SOL-673-16-000004","Continuum of Care for HIV/AIDS Advisor","The Continuum of Care Advisor for HIV/AIDS will be responsible for oversight of the Continuum of Care team – currently seven staff – and oversight of any cooperative agreements that link multiple HIV interventions to strengthen the continuum of HIV care and prevention or provide specialized technical support for HIV/AIDS programs. S/he will be the lead USAID/Namibia Health Team member carrying out responsibilities for planning, implementing, monitoring, coordinating and overseeing HIV/AIDS activities related to selected HIV program areas, namely voluntary counseling and testing (CT) for HIV, other clinical services and health systems related to HIV/AIDS, prevention of mother-to-child transmission (PMTCT) of HIV, HIV policy, and monitoring and evaluation. Given that most agreements encompass multiple program areas, this will sometimes entail serving as alternate for another Contracting Officer’s Representative/Agreement Officer’s Representative (COR/AOR) and overseeing components of an agreement in the Advisor’s assigned program areas, or vice-versa.  HIV/AIDS is a cross-cutting issue and PEPFAR is an interagency effort, so the Advisor must be able to work collaboratively and effectively with other health team members, other USAID offices, and other USG agencies, as well as with implementing partner organizations and other donors. These responsibilities include regular contact and collaboration, at technical and policy levels, in a complex and rapidly evolving country context, with counterparts in Namibia's Ministry of Health, Ministry of Gender, national AIDS committees, - other government ministries and agencies; with civil society organizations and private companies; with other donor and international organizations; and with other USG entities working in HIV/AIDS prevention, care, treatment, and mitigation in Namibia, such as the Centers for Disease Control and Prevention. S/he will be a member of the U.S. Mission inter-agency team for PEPFAR, and may head a relevant subgroup. The Advisor is required to exercise extensive judgment in planning and carrying out tasks, in resolving problems and conflicts, and in taking steps necessary to meet deadlines. The incumbent manages (either as the designated COR/AOR or through supervision of the COR/AOR or activity manager) a portfolio that is valued at more than $15 million in FY 2015, including additional funds for treatment acceleration activities over the next two years. The incumbent must provide technical expertise and experience in HIV/AIDS prevention and care, health services and systems, and monitoring and evaluation. ","May 20, 2016 07:00 PM EDT","Apr 21, 2016","Apr 21, 2016","Combined Synopsis/Solicitation","Caroline S. Sello","Active","N/A","N/A","N/A","All Other Personal Services","SUPPORT SVCS (PROF, ADMIN, MGMT)","N/A","N/A"
"SOL-673-16-000002","Senior Technical Advisor, HIV/AIDS Prevention","The Senior Technical Advisor in HIV/AIDS Prevention will provide technical leadership in the area of behavior change and prevention of sexual transmission of HIV, working in close collaboration with other PEPFAR team members including USAID’s Treatment, Health Systems Strengthening, Orphans and Vulnerable Children (OVC), Care and Support, and TB Advisors, as well as technical experts from the Centers for Disease Control and other USG agencies.  S/he will be responsible for overseeing the overall strategic direction, relevance, coverage and quality of the portfolio for prevention of sexual transmission of HIV, and for the design, implementation and evaluation of related prevention activities implemented by USAID.  S/he will also be responsible for ensuring the coherence and coordination of USAID’s prevention activities with interventions funded by other agencies, including the Centers for Disease Control and Prevention, the Department of Defense, and the Peace Corps.  The Senior Technical Advisor will be responsible for providing technical expertise in cross-cutting approaches to HIV/AIDS prevention, including the involvement of youth, the uniformed services (national police and the military), religious leaders, civil society and communities. S/he will provide technical assistance, serve as activity manager for a range of prevention activities/initiatives and serve as a resource and point person for the USG Namibia PEPFAR team. S/he will be responsible for coordinating prevention and policy issues with the Government of the Republic of Namibia (GRN), the USG PEPFAR team, other donors, and non-governmental organizations (NGOs) working in the area of HIV/AIDS.","May 20, 2016 07:00 PM EDT","Apr 21, 2016","Apr 21, 2016","Combined Synopsis/Solicitation","Caroline S. Sello","Active","N/A","N/A","N/A","All Other Personal Services","SUPPORT SVCS (PROF, ADMIN, MGMT)","N/A","N/A"
"AID-306-RFI-0001","Applicant Tracking System","USAID's Mission in Afghanistan Requests for Information (RFI) pertaining to an automated Applicant Tracking System that will enable the Mission in creating timely and accurate recruiting/staffing processes; provide and implement an integrated high-level hiring management-efficiency, flexibility, and allow for robust reporting capabilities; which would transform the existing processes as fully described in the attached draft Scope of Work.","May 20, 2016 12:59 AM EDT","Apr 21, 2016","Apr 21, 2016","Sources Sought","Manaye Abera | Habib Rahman Amin","Active","N/A","N/A","N/A","Human Resources and Executive Search Consulting Services","ADP AND TELECOMMUNICATIONS","N/A","N/A"
"SOL-624-16-000012","DEPUTY EXECUTIVE OFFICER","The United States Government, represented by the U.S. Agency for International Development (USAID), is seeking applications from qualified U.S. Citizens currently residing in Ghana and interested in providing Personal Services Contractor (PSC) services as described in the attached solicitation.","May 06, 2016 06:00 PM EDT","Apr 19, 2016","Apr 19, 2016","Combined Synopsis/Solicitation","Mildred E. Agbo","Active","N/A","N/A","N/A","All Other Professional, Scientific, and Technical Services","SUPPORT SVCS (PROF, ADMIN, MGMT)","N/A","N/A"
"SOL-OAA-16-000014","DCHA Learning and Development (LeaD) IDIQ","The primary objective of the DCHA Learning and Development (LeaD) IDIQ is to strengthen staff capacity to lead and manage the design, implementation and evaluation of prevention, response, recovery, transition, and governance activities by building capacity, providing information and resources, sharing knowledge, supporting performance management and organizational development efforts, evaluating activities to maximize learning and professional development. The contractor will develop competency based curriculum and other interventions as described under Statement of Work section below with the guidance of the Contracting Officer's Representative (COR). The contractor will function as a content expert and facilitator of training and other learning and development activities. In this role, the contractor will need to be well versed, in basic adult learning theory for web-based, instructor led training, performance management approaches, knowledge sharing concepts, communication strategies and be able to support evaluation efforts in addition to providing USAID feedback on learning and professional development interventions and activities. ","Apr 15, 2016 01:00 PM EDT","Apr 18, 2016","Apr 18, 2016","Combined Synopsis/Solicitation","George Serapis Irby | Mir Ersahdullah","Active","N/A","N/A","N/A","Administrative Management and General Management Consulting Services","SUPPORT SVCS (PROF, ADMIN, MGMT)","N/A","Total Small Business Set-Aside (FAR 19.5)"
"SOL-624-16-000011","SENIOR ACQUISITION AND ASSISTANCE SPECIALIST","The United States Government represented by the U.S. Agency for International Development (USAID), is seeking applications from qualified U.S. Citizens or Third Country Nationals (TCN), interested in providing Personal Services Contract (PSC) services as described in the attached solicitation.","May 10, 2016 06:00 PM EDT","Apr 15, 2016","Apr 15, 2016","Combined Synopsis/Solicitation","Mildred E. Agbo","Active","N/A","N/A","N/A","All Other Professional, Scientific, and Technical Services","SUPPORT SVCS (PROF, ADMIN, MGMT)","N/A","N/A"
"RFP-SOL-612-16-000006","Health-Social and Behavior Change Communication (Health-SBCC)","  The United States Agency for International Development (USAID), Malawi, is seeking proposals from qualified firms to implement the Health-Social and Behavior Change Communication (Health-SBCC) activity. Please refer to the Statement of Work in Section C of this RFP for a complete statement of goals and expected results. The authority of this RFP is found in the Foreign Assistance Act of 1961, as amended. The applicable NAICS code for this acquisition is 541990 and the authorized geographic code is 935. This procurement is being conducted through a full and open competition for which the procedures set forth in Federal Acquisition Regulation (FAR) Part 15 apply. The estimated cost range for the resulting contract is $18 - $24 million for a performance period of five years.  Revealing the estimated cost range for the contract does not mean that Offerors should strive to meet the maximum amount estimated. Offerors must propose costs that they believe are realistic and reasonable for the work in line with the proposed technical approach. Issuance of this RFP does not in any way obligate the U.S. Government to award a contract, nor does it commit the U.S. Government to pay costs incurred in preparation and submission of a proposal. Furthermore, the Government reserves the right to reject received proposals, if such action is considered to be in the best interest of the U.S Government. Offerors are solely responsible for all expenses associated with responding to this RFP.","May 02, 2016 06:00 PM EDT","Apr 8, 2016","Apr 8, 2016","Combined Synopsis/Solicitation","Gideon E. Suya | Rajab Banda","Active","N/A","N/A","N/A","All Other Professional, Scientific, and Technical Services","SUPPORT SVCS (PROF, ADMIN, MGMT)","N/A","N/A"
"SOL-695-16-000004","Solicitation for US Personal Services Contractor (PSC) for Senior Health Team Leader","    Solicitation No.: SOL-695-16-000004 Issuance Date: April 06, 2016 Closing Date/Time: May 06, 2016 at 5:30 pm (Kigali Time) SUBJECT: Solicitation for US Personal Services Contractor (PSC) for Senior Health Team Leader Ladies/Gentlemen: The United States Government, represented by the US Agency for International Development (USAID), is seeking applications from qualified U.S. Citizens to provide personal services as described in this solicitation. USAID/Rwanda anticipates awarding one contract as a result of this solicitation, subject to availability of funds. Submissions shall be in accordance with the instructions provided in this solicitation, at the place and time specified. Interested applicants must submit all the materials required by the solicitation such as (but not limited to): (i) A signed U.S. government AID 302-3 which is available at the USAID website http://www.usaid.gov/rwanda/partnership-opportunities (ii) The applicant's detailed CV and a cover letter of application; and (iii) Three (3) references, who are not family members or relatives, with telephone and email contacts. A full solicitation can be found at http://www.usaid.gov/rwanda/partnership-opportunities. Electronic submission is authorized and the most preferred. Electronic application packages should be submitted by email to: KIGALIHR@USAID.GOV. Please quote the solicitation number and position title of this solicitation on the subject line of your email application. Be sure to include the solicitation number at the top of each of the additional pages. POINT OF CONTACT Human Resources Office, Tel: 0252 596 400; Ext. 2605 To ensure consideration of applications for the intended position, please reference the solicitation number on your application and as the subject line of the cover letter. Highly ranked applications may be selected for an interview. Applications must be received no later than the date and time specified on this cover letter. Please note that USAID/Rwanda does not accept responsibility for delays in transmission or receipt of applications. Applications received after that date and/or time specified may not be considered. USAID/Rwanda reserves the right to award, or not award a contract as a result of this solicitation. This solicitation does not represent a commitment on behalf of USAID. Additionally, the US Government is not obligated to pay any costs associated with the preparation of an application in response to this solicitation. Only shortlisted applicants will be contacted; no response will be sent to unsuccessful Applicants.      ","May 07, 2016 12:59 AM EDT","Apr 8, 2016","Apr 8, 2016","Combined Synopsis/Solicitation","Anne Gakuba | Hadiza Linganwa","Active","N/A","N/A","N/A","All Other Personal Services","MISCELLANEOUS","N/A","8(a) Set-Aside (FAR 19.8)"
